Wall time,Step,Value
1747668644.6828988,100,3.089900016784668
1747668653.6205468,200,2.738800048828125
1747668662.567887,300,2.45770001411438
1747668671.5380087,400,2.3613998889923096
1747668680.5035224,500,2.2553999423980713
1747668690.20365,600,2.2495999336242676
